EmpID,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,EmployeeNumber,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,OverTime,PercentSalaryHike,PerformanceRating,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion
1115,26-35,No,Travel_Rarely,1169,Human Resources,8,Medical,869,Male,Human Resources,4,Divorced,23965,No,13,3,3,5,0
1116,26-35,No,Travel_Rarely,821,Sales,5,Medical,916,Male,Sales Executive,4,Single,24252,No,14,3,3,4,0
1117,26-35,No,Travel_Rarely,995,Research & Development,9,Medical,930,Female,Research Scientist,3,Divorced,9834,No,18,3,3,2,2
1118,26-35,No,Travel_Rarely,1144,Sales,10,Medical,1056,Male,Sales Representative,2,Married,23384,No,22,4,3,1,0
1119,26-35,Yes,Non-Travel,1366,Research & Development,24,Technical Degree,1082,Male,Healthcare Representative,1,Single,12355,No,12,3,2,10,1
1120,26-35,No,Travel_Rarely,895,Research & Development,15,Life Sciences,1102,Male,Laboratory Technician,3,Divorced,22482,No,16,3,2,4,2
1121,26-35,Yes,Travel_Frequently,1009,Research & Development,1,Medical,1111,Male,Laboratory Technician,2,Divorced,7160,No,15,3,3,1,0
1122,26-35,No,Travel_Rarely,950,Research & Development,3,Medical,1121,Female,Manufacturing Director,2,Divorced,8039,No,17,3,2,9,1
1123,26-35,No,Travel_Rarely,1451,Research & Development,2,Life Sciences,1136,Male,Research Scientist,2,Married,19911,No,17,3,1,5,0
1124,26-35,No,Travel_Frequently,773,Research & Development,6,Life Sciences,1154,Male,Research Scientist,3,Divorced,22088,Yes,14,3,3,3,0
1125,26-35,Yes,Travel_Rarely,1485,Research & Development,12,Life Sciences,1175,Female,Laboratory Technician,4,Married,22955,Yes,11,3,2,1,0
1126,26-35,No,Travel_Rarely,1179,Research & Development,19,Medical,1216,Male,Laboratory Technician,1,Married,12449,No,12,3,3,6,3
1127,26-35,No,Travel_Frequently,791,Research & Development,1,Medical,1286,Male,Laboratory Technician,3,Single,6842,Yes,11,3,2,4,0
1128,26-35,No,Travel_Frequently,193,Research & Development,2,Life Sciences,1296,Male,Laboratory Technician,4,Married,14222,Yes,12,3,3,2,2
1129,26-35,No,Travel_Rarely,640,Research & Development,1,Technical Degree,1301,Male,Research Scientist,1,Single,4732,No,11,3,2,3,1
1130,26-35,No,Travel_Rarely,736,Sales,26,Life Sciences,1387,Male,Sales Executive,1,Married,24232,No,11,3,3,5,0
1131,26-35,No,Travel_Rarely,866,Sales,5,Medical,1469,Male,Sales Executive,1,Single,23490,No,18,3,3,5,1
1132,26-35,Yes,Travel_Frequently,1496,Sales,1,Technical Degree,1486,Male,Sales Representative,3,Married,15747,No,15,3,4,3,1
1133,26-35,Yes,Travel_Frequently,289,Research & Development,2,Medical,1504,Male,Laboratory Technician,1,Single,5355,No,11,3,2,0,0
1134,26-35,No,Travel_Rarely,1423,Research & Development,1,Life Sciences,1506,Male,Research Scientist,3,Divorced,12530,No,14,3,1,1,0
1135,26-35,No,Travel_Frequently,467,Sales,7,Life Sciences,1507,Male,Sales Executive,1,Single,11827,No,14,3,3,4,1
1136,26-35,No,Travel_Rarely,1083,Research & Development,29,Life Sciences,1514,Male,Manufacturing Director,2,Married,3173,No,14,3,2,8,1
1137,26-35,Yes,Travel_Rarely,329,Research & Development,24,Medical,1604,Male,Laboratory Technician,2,Married,7324,Yes,17,3,3,1,0
1138,26-35,No,Travel_Rarely,580,Research & Development,27,Medical,1622,Female,Manufacturing Director,1,Divorced,20460,No,21,4,2,5,0
1139,26-35,No,Travel_Rarely,1181,Research & Development,1,Life Sciences,1799,Male,Research Scientist,4,Married,5531,No,11,3,4,5,0
1140,26-35,No,Non-Travel,280,Human Resources,1,Life Sciences,1858,Male,Human Resources,4,Divorced,10494,No,15,3,3,3,2
1141,26-35,No,Travel_Rarely,1172,Sales,3,Medical,1875,Female,Sales Representative,2,Married,3692,No,19,3,3,1,0
1142,26-35,No,Travel_Frequently,783,Sales,1,Life Sciences,1927,Male,Sales Executive,4,Married,19255,Yes,12,3,3,7,0
1143,26-35,Yes,Travel_Rarely,1475,Sales,13,Marketing,1933,Female,Sales Executive,3,Single,23352,Yes,11,3,3,2,2
1144,26-35,No,Non-Travel,1103,Research & Development,16,Medical,1947,Male,Research Scientist,3,Single,2122,No,14,3,2,5,1
1145,26-35,Yes,Travel_Rarely,1404,Research & Development,17,Technical Degree,1960,Male,Laboratory Technician,4,Divorced,18779,No,12,3,2,4,0
1146,26-35,No,Travel_Rarely,153,Research & Development,15,Life Sciences,15,Female,Laboratory Technician,3,Single,12682,Yes,12,3,3,9,0
1147,26-35,No,Travel_Rarely,1389,Research & Development,21,Life Sciences,20,Female,Manufacturing Director,1,Divorced,10195,No,11,3,3,10,8
1148,26-35,No,Travel_Rarely,1328,Research & Development,2,Life Sciences,94,Male,Research Scientist,2,Married,4956,No,23,4,3,5,0
1149,26-35,No,Non-Travel,1496,Research & Development,1,Technical Degree,208,Male,Manufacturing Director,3,Married,26283,No,13,3,3,10,0
1150,26-35,Yes,Travel_Rarely,992,Research & Development,1,Technical Degree,300,Male,Research Scientist,3,Single,19757,No,14,3,2,6,1
1151,26-35,No,Travel_Frequently,1413,Sales,1,Medical,312,Female,Sales Executive,4,Married,6599,No,14,3,3,11,4
1152,26-35,Yes,Travel_Rarely,896,Research & Development,18,Medical,315,Male,Research Scientist,4,Single,14961,Yes,13,3,2,4,0
1153,26-35,No,Travel_Rarely,665,Research & Development,15,Life Sciences,346,Male,Research Scientist,4,Single,22673,No,19,3,3,6,1
1154,26-35,No,Travel_Rarely,1247,Sales,20,Marketing,349,Male,Sales Executive,4,Divorced,10732,No,14,3,3,3,0
1155,26-35,No,Travel_Rarely,1210,Sales,2,Medical,366,Male,Sales Executive,2,Married,3687,No,19,3,3,0,0
1156,26-35,No,Travel_Frequently,442,Sales,2,Life Sciences,388,Male,Sales Executive,4,Single,20260,No,18,3,2,10,0
1157,26-35,Yes,Travel_Rarely,318,Research & Development,8,Other,454,Male,Laboratory Technician,1,Married,4759,Yes,11,3,2,7,0
1158,26-35,No,Travel_Rarely,738,Research & Development,9,Other,455,Male,Laboratory Technician,4,Single,7621,No,17,3,3,3,2
1159,26-35,No,Travel_Rarely,144,Sales,10,Marketing,463,Female,Sales Executive,2,Divorced,11866,Yes,14,3,3,7,1
1160,26-35,No,Travel_Rarely,1283,Research & Development,23,Life Sciences,495,Male,Research Scientist,4,Single,18168,No,16,3,3,3,1
1161,26-35,No,Travel_Rarely,986,Research & Development,3,Medical,564,Male,Research Director,3,Married,21526,No,18,3,3,10,0
1162,26-35,Yes,Travel_Rarely,408,Research & Development,25,Technical Degree,565,Female,Research Scientist,2,Married,18300,No,16,3,4,2,1
1163,26-35,No,Travel_Rarely,232,Research & Development,19,Technical Degree,611,Male,Manufacturing Director,4,Divorced,22645,No,12,3,4,3,1
1164,26-35,No,Travel_Rarely,1176,Sales,3,Medical,690,Female,Sales Executive,3,Married,3487,No,14,3,2,6,1
1165,26-35,No,Travel_Frequently,806,Research & Development,1,Life Sciences,710,Male,Research Scientist,4,Divorced,18959,No,18,3,3,10,2
1166,26-35,No,Travel_Rarely,1396,Sales,10,Life Sciences,749,Male,Sales Representative,3,Single,2755,No,11,3,3,1,0
1167,26-35,No,Travel_Rarely,1090,Sales,10,Marketing,766,Male,Sales Representative,2,Divorced,17967,No,14,3,3,2,2
1168,26-35,No,Travel_Rarely,657,Research & Development,27,Medical,793,Female,Healthcare Representative,3,Married,25549,No,12,3,2,8,1
1169,26-35,Yes,Travel_Rarely,805,Research & Development,1,Life Sciences,816,Female,Laboratory Technician,1,Married,6689,Yes,11,3,3,1,0
1170,26-35,Yes,Travel_Rarely,341,Sales,1,Medical,896,Female,Sales Representative,3,Divorced,23522,Yes,19,3,3,3,0
1171,26-35,No,Travel_Rarely,1086,Research & Development,7,Medical,912,Female,Laboratory Technician,4,Divorced,6054,No,14,3,3,4,0
1172,26-35,No,Travel_Frequently,1404,Sales,20,Technical Degree,974,Female,Sales Representative,4,Married,18203,No,15,3,3,3,0
1173,26-35,Yes,Travel_Rarely,906,Research & Development,10,Life Sciences,994,Female,Research Scientist,1,Single,11479,Yes,20,4,3,0,0
1174,26-35,No,Travel_Rarely,1107,Research & Development,28,Life Sciences,1120,Female,Research Scientist,4,Divorced,26968,No,22,4,3,7,1
1175,26-35,No,Travel_Frequently,490,Research & Development,10,Life Sciences,1143,Female,Research Scientist,2,Divorced,17940,No,14,3,2,7,1
1176,26-35,No,Travel_Rarely,718,Research & Development,8,Medical,1150,Male,Manufacturing Director,4,Married,17689,Yes,15,3,2,10,1
1177,26-35,Yes,Travel_Rarely,408,Sales,23,Life Sciences,1165,Female,Sales Executive,1,Married,11162,No,13,3,1,11,3
1178,26-35,No,Travel_Rarely,1401,Research & Development,6,Medical,1192,Female,Laboratory Technician,4,Married,26342,No,13,3,3,10,0
1179,26-35,No,Travel_Rarely,942,Research & Development,15,Life Sciences,1202,Female,Research Scientist,4,Married,26933,Yes,18,3,2,5,1
1180,26-35,No,Travel_Rarely,1329,Research & Development,7,Life Sciences,1260,Male,Healthcare Representative,4,Divorced,4204,Yes,11,3,3,6,1
1181,26-35,No,Travel_Rarely,694,Research & Development,1,Life Sciences,1264,Female,Research Director,4,Divorced,3423,No,14,3,2,7,1
1182,26-35,Yes,Travel_Rarely,806,Research & Development,7,Technical Degree,1299,Female,Laboratory Technician,3,Divorced,17285,Yes,13,3,3,7,7
1183,26-35,No,Travel_Rarely,332,Human Resources,17,Other,1419,Male,Human Resources,1,Single,9769,No,13,3,2,10,0
1184,26-35,Yes,Travel_Frequently,337,Research & Development,14,Other,1421,Female,Healthcare Representative,4,Single,22930,Yes,12,3,3,8,7
1185,26-35,Yes,Travel_Frequently,115,Sales,13,Technical Degree,1487,Female,Sales Executive,2,Single,17485,No,11,3,1,5,0
1186,26-35,No,Travel_Rarely,1246,Sales,19,Life Sciences,1497,Male,Sales Executive,3,Divorced,23757,No,14,3,3,10,0
1187,26-35,No,Travel_Frequently,410,Research & Development,2,Life Sciences,1513,Female,Laboratory Technician,2,Married,4668,No,13,3,3,3,0
1188,26-35,Yes,Travel_Rarely,224,Research & Development,1,Technical Degree,1522,Male,Research Scientist,1,Single,7568,No,13,3,1,9,0
1189,26-35,No,Travel_Rarely,441,Research & Development,8,Other,1544,Female,Healthcare Representative,1,Married,7288,No,13,3,3,7,0
1190,26-35,No,Travel_Rarely,1370,Research & Development,3,Medical,1586,Male,Laboratory Technician,1,Single,16213,Yes,18,3,3,10,1
1191,26-35,No,Travel_Frequently,995,Research & Development,2,Life Sciences,1590,Male,Healthcare Representative,4,Divorced,24483,No,19,3,4,6,1
1192,26-35,No,Travel_Rarely,469,Sales,10,Medical,1650,Male,Sales Executive,3,Single,23413,No,11,3,3,5,1
1193,26-35,No,Travel_Rarely,991,Sales,5,Medical,1669,Male,Sales Executive,2,Divorced,3356,Yes,13,3,2,10,0
1194,26-35,No,Travel_Rarely,1082,Research & Development,9,Medical,1709,Female,Laboratory Technician,3,Married,25412,No,17,3,3,5,1
1195,26-35,Yes,Travel_Rarely,428,Sales,9,Marketing,1752,Female,Sales Representative,2,Single,14630,No,13,3,3,2,2
1196,26-35,No,Travel_Frequently,461,Research & Development,1,Life Sciences,1753,Male,Healthcare Representative,3,Single,23060,Yes,12,3,4,3,0
1197,26-35,No,Travel_Rarely,590,Research & Development,4,Technical Degree,1762,Female,Research Scientist,1,Divorced,10007,No,13,3,3,1,0
1198,26-35,Yes,Travel_Rarely,350,Human Resources,13,Human Resources,1844,Male,Human Resources,1,Divorced,3157,Yes,15,3,3,2,2
1199,26-35,No,Travel_Frequently,574,Research & Development,20,Medical,1852,Male,Laboratory Technician,4,Married,7003,No,13,3,4,11,3
1200,26-35,No,TravelRarely,352,Human Resources,6,Medical,1865,Male,Human Resources,2,Married,15434,No,11,3,3,1,0
1201,26-35,Yes,Travel_Frequently,459,Research & Development,24,Life Sciences,1868,Male,Research Scientist,4,Single,14753,Yes,24,4,2,1,1
1202,26-35,No,Travel_Rarely,592,Research & Development,7,Life Sciences,1883,Male,Laboratory Technician,1,Single,19384,No,14,3,3,3,1
1203,26-35,Yes,Travel_Frequently,746,Sales,24,Technical Degree,1928,Male,Sales Representative,1,Single,10642,No,17,3,3,1,0
1204,26-35,No,Travel_Rarely,136,Research & Development,1,Life Sciences,1954,Male,Healthcare Representative,1,Married,6225,No,12,3,2,5,0
1205,26-35,Yes,Travel_Rarely,1092,Research & Development,1,Medical,2027,Male,Research Scientist,4,Married,26124,Yes,14,3,4,2,2
1206,26-35,No,Travel_Rarely,1378,Research & Development,13,Other,2053,Male,Laboratory Technician,2,Married,23679,Yes,13,3,3,4,0
1207,26-35,No,Travel_Rarely,468,Research & Development,28,Medical,2054,Female,Research Scientist,1,Single,8489,No,14,3,1,5,0
1208,26-35,No,Travel_Rarely,468,Research & Development,28,Medical,2054,Female,Research Scientist,1,Single,8489,No,14,3,1,5,0
1209,26-35,No,Travel_Rarely,1358,Research & Development,24,Life Sciences,11,Male,Laboratory Technician,3,Divorced,13335,No,22,4,3,1,0
1210,26-35,No,Travel_Frequently,721,Research & Development,1,Medical,57,Female,Laboratory Technician,4,Single,10781,No,23,4,3,12,3
1211,26-35,No,Travel_Rarely,852,Research & Development,1,Life Sciences,104,Male,Laboratory Technician,4,Married,15998,Yes,12,3,2,10,3
1212,26-35,No,Travel_Rarely,288,Research & Development,2,Life Sciences,117,Male,Healthcare Representative,4,Married,15830,No,19,3,3,11,10
1213,26-35,No,Travel_Rarely,1334,Sales,4,Medical,121,Female,Sales Executive,2,Divorced,19760,Yes,12,3,2,11,2
1214,26-35,No,Travel_Frequently,1312,Research & Development,23,Life Sciences,159,Male,Research Scientist,3,Divorced,22310,No,25,4,2,10,0
1215,26-35,No,Travel_Rarely,1240,Human Resources,9,Human Resources,184,Male,Human Resources,4,Married,13982,Yes,19,3,1,11,4
1216,26-35,No,Travel_Rarely,438,Research & Development,18,Life Sciences,194,Female,Research Scientist,3,Single,23910,No,14,3,2,5,0
1217,26-35,No,Travel_Rarely,201,Research & Development,5,Technical Degree,197,Female,Research Scientist,1,Divorced,10415,No,14,3,3,3,2
1218,26-35,No,Travel_Rarely,1427,Research & Development,2,Medical,198,Male,Laboratory Technician,4,Single,11162,No,13,3,3,5,1
1219,26-35,No,Travel_Rarely,1339,Sales,5,Life Sciences,228,Female,Sales Executive,4,Married,8053,No,12,3,3,10,7
1220,26-35,No,Non-Travel,829,Research & Development,1,Life Sciences,292,Male,Manufacturing Director,3,Single,20925,No,22,4,3,11,5
1221,26-35,Yes,Travel_Rarely,1005,Research & Development,3,Technical Degree,297,Female,Research Scientist,1,Single,8556,Yes,11,3,3,5,0
1222,26-35,Yes,Travel_Frequently,334,Sales,26,Marketing,299,Female,Sales Executive,1,Single,22967,No,15,3,2,6,0
1223,26-35,No,Travel_Rarely,1275,Research & Development,28,Medical,441,Female,Research Scientist,4,Married,11934,No,13,3,3,10,1
1224,26-35,No,Travel_Rarely,570,Sales,5,Marketing,456,Female,Sales Executive,3,Divorced,5431,No,13,3,3,10,1
1225,26-35,No,Non-Travel,641,Sales,25,Technical Degree,475,Female,Sales Executive,3,Married,6069,Yes,12,3,4,2,2
1226,26-35,No,Travel_Rarely,202,Sales,2,Technical Degree,508,Male,Sales Representative,2,Married,17434,No,18,3,3,1,0
1227,26-35,Yes,Travel_Frequently,464,Research & Development,4,Technical Degree,514,Male,Research Scientist,4,Single,3427,Yes,23,4,3,1,0
1228,26-35,No,Travel_Rarely,1082,Sales,12,Technical Degree,533,Female,Sales Executive,3,Single,19558,No,11,3,3,5,4
1229,26-35,No,Travel_Rarely,317,Research & Development,2,Life Sciences,548,Female,Manufacturing Director,4,Single,24793,No,20,4,3,5,0
1230,26-35,No,Non-Travel,1398,Sales,22,Other,567,Female,Sales Executive,1,Married,2890,No,11,3,3,9,7
1231,26-35,No,Non-Travel,1116,Research & Development,2,Medical,571,Female,Laboratory Technician,4,Single,7181,No,14,3,2,11,6
1232,26-35,No,Travel_Rarely,413,Sales,7,Marketing,585,Male,Sales Representative,2,Single,18398,No,14,3,3,3,1
1233,26-35,Yes,Travel_Frequently,448,Sales,12,Life Sciences,648,Male,Sales Representative,1,Married,14470,No,18,3,4,1,0
1234,26-35,No,Travel_Frequently,160,Research & Development,3,Medical,680,Female,Research Scientist,3,Divorced,22653,No,20,4,3,1,0
1235,26-35,No,Travel_Rarely,501,Sales,27,Marketing,747,Male,Sales Executive,4,Divorced,25275,No,23,4,2,8,7
1236,26-35,No,Travel_Rarely,921,Research & Development,1,Life Sciences,806,Male,Laboratory Technician,3,Married,24375,No,21,4,3,2,0
1237,26-35,No,Travel_Rarely,946,Research & Development,2,Medical,833,Female,Manufacturing Director,4,Single,20234,Yes,24,4,2,0,0
1238,26-35,No,Travel_Frequently,1012,Research & Development,5,Life Sciences,861,Male,Research Scientist,4,Divorced,2373,No,12,3,2,5,0
1239,26-35,No,Travel_Rarely,231,Sales,8,Other,982,Male,Sales Executive,3,Divorced,9977,No,11,3,4,8,7
1240,26-35,No,Travel_Rarely,153,Research & Development,8,Life Sciences,1015,Female,Research Director,1,Married,17802,Yes,12,3,2,8,1
1241,26-35,Yes,Travel_Frequently,109,Research & Development,5,Medical,1017,Female,Laboratory Technician,2,Single,25725,No,17,3,3,3,1
1242,26-35,No,Travel_Rarely,1176,Research & Development,20,Other,1084,Male,Manufacturing Director,1,Married,9096,No,15,3,2,6,0
1243,26-35,No,Travel_Rarely,852,Sales,10,Marketing,1179,Male,Sales Executive,3,Married,2706,No,18,3,3,10,1
1244,26-35,No,Travel_Rarely,1329,Sales,29,Life Sciences,1211,Male,Sales Executive,1,Divorced,13192,No,19,3,3,4,0
1245,26-35,No,Travel_Rarely,853,Research & Development,7,Life Sciences,1224,Male,Laboratory Technician,3,Divorced,11309,No,13,3,2,10,8
1246,26-35,No,Travel_Rarely,1465,Research & Development,1,Medical,1241,Male,Research Scientist,2,Married,9369,Yes,21,4,3,11,5
1247,26-35,No,Non-Travel,879,Research & Development,9,Medical,1298,Female,Manufacturing Director,3,Single,12858,Yes,18,3,3,8,1
1248,26-35,No,Travel_Rarely,1138,Research & Development,6,Technical Degree,1311,Female,Laboratory Technician,4,Married,23631,No,12,3,3,9,6
1249,26-35,No,Travel_Rarely,634,Research & Development,17,Medical,1321,Female,Manager,1,Married,25927,Yes,23,4,3,9,0
1250,26-35,No,Travel_Rarely,1358,Sales,16,Life Sciences,1479,Male,Sales Executive,3,Married,2939,No,15,3,2,2,2
1251,26-35,No,Non-Travel,990,Research & Development,7,Technical Degree,1482,Male,Research Scientist,3,Divorced,7152,No,13,3,2,1,0
1252,26-35,No,Travel_Rarely,330,Human Resources,1,Life Sciences,1499,Male,Human Resources,3,Divorced,15428,No,21,4,4,5,1
1253,26-35,Yes,Travel_Rarely,740,Sales,1,Life Sciences,1562,Male,Sales Executive,1,Married,5323,No,11,3,3,10,6
1254,26-35,No,Travel_Rarely,1288,Sales,29,Technical Degree,1568,Male,Sales Executive,2,Married,17799,No,12,3,3,4,1
1255,26-35,No,Travel_Rarely,241,Research & Development,7,Medical,1609,Male,Research Scientist,2,Married,5348,No,12,3,2,6,1
1256,26-35,No,Travel_Rarely,793,Research & Development,16,Life Sciences,1729,Male,Research Scientist,4,Married,3811,No,12,3,2,10,0
1257,26-35,No,Travel_Frequently,1312,Research & Development,2,Technical Degree,1745,Female,Research Scientist,1,Single,26427,No,16,3,3,9,0
1258,26-35,Yes,Travel_Frequently,600,Human Resources,8,Human Resources,1747,Female,Human Resources,4,Divorced,9732,No,11,3,2,4,1
1259,26-35,No,Travel_Rarely,979,Sales,15,Marketing,1754,Male,Sales Executive,1,Divorced,3088,No,11,3,3,7,1
1260,26-35,No,Travel_Rarely,1092,Research & Development,10,Medical,1816,Female,Manufacturing Director,3,Single,2739,No,14,3,3,7,0
1261,26-35,Yes,Travel_Rarely,945,Sales,9,Medical,1876,Male,Sales Representative,4,Single,16019,No,13,3,2,1,0
1262,26-35,No,Travel_Rarely,911,Research & Development,1,Medical,1989,Male,Laboratory Technician,2,Married,4077,No,13,3,2,12,1
1263,26-35,No,Travel_Rarely,670,Research & Development,26,Life Sciences,16,Male,Research Scientist,3,Divorced,15170,No,17,3,2,5,4
1264,26-35,No,Travel_Rarely,655,Research & Development,7,Life Sciences,76,Male,Laboratory Technician,4,Divorced,9528,No,22,4,2,7,1
1265,26-35,No,Travel_Rarely,1082,Research & Development,1,Medical,95,Male,Research Scientist,2,Single,18775,No,17,3,3,1,1
1266,26-35,No,Travel_Rarely,746,Research & Development,8,Life Sciences,98,Female,Manufacturing Director,4,Single,20682,No,23,4,3,11,1
1267,26-35,Yes,Travel_Rarely,249,Sales,6,Life Sciences,163,Male,Sales Executive,3,Married,20739,Yes,18,3,2,7,7
1268,26-35,Yes,Travel_Rarely,542,Sales,20,Life Sciences,175,Female,Sales Executive,3,Married,24788,Yes,11,3,3,2,2
1269,26-35,No,Travel_Rarely,140,Research & Development,12,Medical,246,Female,Research Scientist,4,Married,6984,Yes,23,4,3,4,0
1270,26-35,No,Travel_Frequently,1327,Research & Development,3,Medical,337,Male,Research Director,3,Divorced,13523,No,12,3,3,2,2
1271,26-35,Yes,Travel_Frequently,307,Research & Development,29,Medical,355,Male,Laboratory Technician,2,Single,11652,No,11,3,4,5,1
1272,26-35,No,Travel_Rarely,1463,Research & Development,23,Medical,367,Male,Healthcare Representative,4,Married,14408,No,21,4,3,9,7
1273,26-35,No,Travel_Frequently,444,Sales,5,Marketing,399,Female,Sales Representative,2,Divorced,3909,No,11,3,2,2,2
1274,26-35,No,Travel_Rarely,218,Sales,7,Technical Degree,416,Male,Sales Executive,4,Married,12241,No,11,3,2,8,7
1275,26-35,No,Travel_Rarely,691,Research & Development,5,Technical Degree,423,Male,Research Scientist,4,Married,10077,Yes,12,3,3,5,0
1276,26-35,No,Travel_Rarely,106,Human Resources,2,Human Resources,424,Male,Human Resources,1,Married,17822,No,12,3,3,2,1
1277,26-35,No,Travel_Rarely,192,Research & Development,2,Life Sciences,426,Male,Research Scientist,4,Divorced,7747,Yes,18,3,1,2,2
1278,26-35,No,Travel_Rarely,691,Sales,7,Marketing,438,Male,Sales Executive,4,Divorced,7143,No,12,3,3,7,1
1279,26-35,No,Travel_Frequently,798,Research & Development,7,Life Sciences,442,Female,Manufacturing Director,3,Married,14034,No,24,4,3,10,8
1280,26-35,No,Travel_Rarely,408,Research & Development,9,Life Sciences,493,Male,Research Scientist,2,Single,7551,Yes,16,3,3,2,2
1281,26-35,No,Travel_Rarely,480,Research & Development,7,Medical,524,Female,Manufacturing Director,1,Married,4156,No,12,3,1,13,3
1282,26-35,No,Travel_Rarely,329,Research & Development,1,Life Sciences,530,Male,Laboratory Technician,1,Married,16193,No,12,3,3,4,3
1283,26-35,No,Travel_Rarely,1274,Research & Development,9,Life Sciences,581,Male,Manufacturing Director,2,Divorced,14394,No,25,4,4,13,0
1284,26-35,Yes,Travel_Frequently,534,Research & Development,20,Life Sciences,587,Male,Healthcare Representative,3,Married,22908,No,12,3,3,1,0
1285,26-35,No,Travel_Rarely,828,Sales,2,Life Sciences,604,Male,Sales Executive,4,Single,8346,Yes,13,3,4,6,0
1286,26-35,No,Travel_Rarely,688,Sales,7,Life Sciences,613,Male,Manager,4,Divorced,25291,No,21,4,2,5,0
1287,26-35,Yes,Travel_Rarely,1365,Sales,13,Medical,650,Male,Sales Executive,1,Divorced,11512,No,17,3,1,3,1
1288,26-35,No,Travel_Rarely,525,Sales,6,Medical,653,Male,Sales Executive,4,Divorced,6219,No,22,4,4,7,5
1289,26-35,No,Travel_Rarely,1222,Research & Development,11,Life Sciences,895,Male,Research Scientist,4,Married,14871,Yes,19,3,3,6,0
1290,26-35,No,Non-Travel,1188,Sales,20,Marketing,947,Female,Sales Executive,3,Married,24406,No,13,3,2,9,0
1291,26-35,No,Travel_Rarely,616,Research & Development,12,Medical,961,Female,Healthcare Representative,4,Married,17369,Yes,11,3,1,9,8
1292,26-35,Yes,Non-Travel,335,Research & Development,9,Medical,991,Male,Research Scientist,1,Single,10322,Yes,22,4,3,3,1
1293,26-35,No,Travel_Frequently,853,Research & Development,1,Life Sciences,1011,Female,Manufacturing Director,1,Married,11275,No,12,3,3,4,0
1294,26-35,No,Travel_Frequently,793,Sales,20,Life Sciences,1135,Male,Sales Representative,4,Married,21981,No,12,3,3,2,2
1295,26-35,Yes,Travel_Frequently,874,Research & Development,15,Medical,1160,Male,Laboratory Technician,3,Married,6233,No,12,3,2,2,2
1296,26-35,No,Travel_Rarely,1332,Research & Development,11,Medical,1251,Male,Healthcare Representative,1,Married,17089,Yes,12,3,2,6,0
1297,26-35,No,Travel_Rarely,1062,Research & Development,24,Medical,1252,Female,Healthcare Representative,1,Single,17198,No,19,3,3,10,1
1298,26-35,No,Non-Travel,587,Sales,2,Life Sciences,1324,Female,Sales Executive,3,Divorced,8935,Yes,19,3,2,10,9
1299,26-35,Yes,Travel_Frequently,1060,Sales,1,Life Sciences,1331,Female,Sales Representative,2,Single,8319,Yes,11,3,4,3,2
1300,26-35,Yes,Travel_Rarely,330,Research & Development,22,Medical,1389,Male,Manufacturing Director,3,Married,21057,Yes,15,3,2,10,6
1301,26-35,Yes,Travel_Frequently,667,Sales,1,Life Sciences,1427,Female,Sales Representative,3,Single,16154,No,12,3,3,1,0
1302,26-35,No,Travel_Rarely,182,Research & Development,8,Life Sciences,1430,Female,Research Director,2,Single,8847,No,11,3,4,3,1
1303,26-35,Yes,Travel_Rarely,202,Research & Development,8,Life Sciences,1433,Female,Research Scientist,2,Single,22262,No,12,3,4,1,0
1304,26-35,No,Travel_Rarely,326,Sales,8,Life Sciences,1453,Male,Sales Executive,4,Divorced,8386,No,18,3,3,13,9
1305,26-35,Yes,Travel_Frequently,1445,Research & Development,1,Life Sciences,1459,Female,Manufacturing Director,2,Single,8931,No,11,3,3,10,4
1306,26-35,No,Travel_Rarely,1398,Human Resources,8,Medical,1461,Female,Human Resources,2,Single,24609,No,18,3,3,3,0
1307,26-35,Yes,Travel_Frequently,523,Research & Development,2,Life Sciences,1464,Male,Laboratory Technician,4,Married,21081,Yes,13,3,1,2,2
1308,26-35,Yes,Travel_Frequently,561,Research & Development,3,Life Sciences,1537,Female,Research Scientist,3,Single,4156,No,12,3,1,7,7
1309,26-35,No,Travel_Frequently,715,Sales,2,Other,1613,Male,Sales Executive,1,Single,21602,No,13,3,3,5,0
1310,26-35,No,Travel_Rarely,741,Research & Development,2,Life Sciences,1721,Male,Laboratory Technician,3,Married,18103,No,14,3,4,5,0
1311,26-35,No,Travel_Frequently,163,Research & Development,24,Technical Degree,1736,Female,Manufacturing Director,4,Single,6670,No,20,4,2,5,1
1312,26-35,No,Travel_Rarely,1003,Sales,5,Technical Degree,1749,Male,Sales Executive,3,Married,20943,No,19,3,3,5,0
1313,26-35,Yes,Travel_Rarely,1079,Sales,16,Marketing,1761,Male,Sales Executive,3,Married,19002,No,13,3,3,1,0
1314,26-35,No,Travel_Rarely,196,Sales,29,Marketing,1784,Female,Sales Executive,4,Married,13402,No,14,3,3,12,5
1315,26-35,No,Travel_Frequently,1125,Sales,7,Marketing,1833,Female,Sales Executive,1,Married,8277,No,14,3,3,3,2
1316,26-35,Yes,Travel_Rarely,359,Human Resources,18,Human Resources,1842,Male,Human Resources,1,Married,21495,No,17,3,3,1,0
1317,26-35,No,Travel_Rarely,311,Research & Development,20,Life Sciences,1881,Male,Laboratory Technician,3,Divorced,18624,No,11,3,3,10,0
